# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/athena/angsd/scratch/jiq4001//HW_Wk6/sacCer3.sgd.gtf" "-o" "featCounts_Gierlinski_genes.txt" "-t" "exon" "-g" "gene_id" "-f" "--minOverlap" "3" "--primary" "--tmpDir" "/scratchLocal" "/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam
YHR027C	chrVIII	161730	164711	-	2982	4715	4641	4873	5636	3063	2995	3204	2612	4344	3098
YHR028C	chrVIII	164978	167434	-	2457	2577	2248	2198	2770	1607	999	1230	1120	1836	1132
YHR028W-A	chrVIII	167352	167672	+	321	4	5	2	7	4	1	2	2	3	1
YHR029C	chrVIII	167677	168561	-	885	620	465	439	597	379	223	344	313	492	287
YHR030C	chrVIII	168890	170344	-	1455	2613	1987	1941	2472	1559	2080	2788	2763	4397	2476
YHR031C	chrVIII	170799	172970	-	2172	339	260	251	378	187	157	321	231	260	340
YHR032W	chrVIII	173344	175089	+	1746	1202	1114	1028	1133	748	889	1272	790	1350	1440
YHR032W-A	chrVIII	175195	175374	+	180	90	75	121	94	70	72	86	52	95	114
YHR032C-A	chrVIII	175275	175394	-	120	16	20	14	21	18	10	18	14	12	16
YHR033W	chrVIII	175548	176819	+	1272	196	183	179	210	129	164	196	178	208	256
YHR034C	chrVIII	176965	177999	-	1035	562	404	394	548	333	206	239	221	300	251
YHR035W	chrVIII	178219	180111	+	1893	133	86	98	121	88	71	122	92	134	127
YHR036W	chrVIII	180345	181760	+	1416	382	301	264	386	244	116	273	162	218	247
YHR037W	chrVIII	181977	183704	+	1728	1395	928	1016	1478	752	700	926	865	1285	836
YHR038W	chrVIII	184066	184758	+	693	293	168	181	254	155	88	188	221	250	187
YHR039C	chrVIII	184875	186809	-	1935	2365	1856	1741	2380	1467	1203	1700	1230	2049	1608
YHR039C-A	chrVIII	187173	187514	-	342	3316	2467	3284	3697	2437	1277	2136	1736	2659	1934
YHR039C-A	chrVIII	187677	187679	-	3	3	1	1	4	3	0	2	0	2	1
YHR040W	chrVIII	187924	189024	+	1101	362	337	311	440	230	221	416	231	360	479
YHR041C	chrVIII	189131	189749	-	619	863	752	869	933	623	426	419	329	623	462
YHR041C	chrVIII	189851	189864	-	14	7	3	7	8	3	0	5	5	2	6
YHR042W	chrVIII	190543	192618	+	2076	5954	6013	5572	6557	3964	3282	3219	2350	4104	3641
YHR043C	chrVIII	192805	193545	-	741	1488	1096	1027	1509	916	764	815	892	1194	777
YHR044C	chrVIII	194068	194808	-	741	263	207	201	283	195	65	130	94	161	118
YHR045W	chrVIII	195551	197233	+	1683	1075	766	771	1190	625	375	669	500	684	601
YHR046C	chrVIII	197398	198285	-	888	381	303	262	381	234	181	390	271	432	395
YHR047C	chrVIII	198740	201310	-	2571	1195	983	1053	1339	777	691	831	749	1154	754
YHR048W	chrVIII	204607	206151	+	1545	551	423	432	567	330	200	349	264	336	322
YHR049W	chrVIII	206462	207193	+	732	1147	785	779	1010	651	771	1211	997	1414	1195
YHR049C-A	chrVIII	207234	207530	-	297	107	69	54	105	62	45	77	81	91	93
YHR050W	chrVIII	207654	209303	+	1650	2567	2225	2118	2577	1548	985	1276	1027	1575	1095
YHR050W-A	chrVIII	209475	209645	+	171	75	40	39	83	35	15	37	52	54	34
YHR051W	chrVIII	209705	210151	+	447	1147	755	837	1103	572	467	521	632	897	444
YHR052W	chrVIII	210848	211978	+	1131	362	248	254	332	200	214	871	474	535	953
YHR052W-A	chrVIII	212510	212704	+	195	0	0	0	0	0	0	0	0	0	0
YHR053C	chrVIII	212535	212720	-	186	0	0	0	0	0	0	0	0	0	0
YHR054C	chrVIII	213185	214249	-	1065	2	1	3	10	4	0	2	3	0	4
YHR054W-A	chrVIII	214508	214702	+	195	0	0	0	0	0	0	0	0	0	0
YHR055C	chrVIII	214533	214718	-	186	0	0	0	0	0	0	0	0	0	0
YHR056C	chrVIII	215183	217834	-	2652	283	192	228	274	112	117	221	132	199	213
YHR056W-A	chrVIII	217406	217840	+	435	0	0	1	0	0	0	0	0	0	0
YHR057C	chrVIII	218226	218843	-	618	1536	1501	1385	1687	1213	962	999	897	1431	1092
YHR058C	chrVIII	218997	219884	-	888	428	351	298	414	317	243	283	236	353	331
YHR059W	chrVIII	220108	220500	+	393	261	167	175	267	192	118	188	180	211	166
YHR060W	chrVIII	220725	221270	+	546	539	413	384	559	336	167	288	281	384	286
YHR061C	chrVIII	221534	222478	-	945	513	344	399	453	307	147	225	155	269	209
YHR062C	chrVIII	222877	223758	-	882	355	284	269	307	249	258	546	276	411	664
YHR063C	chrVIII	224030	225169	-	1140	1457	1169	1177	1710	957	493	768	684	1008	704
YHR063W-A	chrVIII	225442	225777	+	336	133	66	65	146	51	21	119	87	102	96
YHR064C	chrVIII	225525	227141	-	1617	4292	3762	3435	4154	2732	2800	3955	2766	4613	4788
YHR065C	chrVIII	227532	229037	-	1506	342	276	364	404	216	251	609	331	414	671
YHR066W	chrVIII	229335	230696	+	1362	127	86	119	138	81	111	412	170	193	488
YHR067W	chrVIII	230970	231812	+	843	190	141	110	193	118	107	112	108	169	121
YHR068W	chrVIII	232133	233296	+	1164	4000	4031	4247	4508	2830	2772	3049	2160	3741	3258
YHR069C	chrVIII	233579	234658	-	1080	350	340	302	385	265	235	444	252	295	519
YHR069C-A	chrVIII	234874	235236	-	363	0	0	0	0	0	0	0	0	0	0
YHR070W	chrVIII	234881	236380	+	1500	210	213	187	232	150	181	264	177	290	310
YHR070C-A	chrVIII	236102	236512	-	411	44	53	37	62	35	15	57	37	40	53
YHR071W	chrVIII	237004	237693	+	690	2586	2224	2673	2961	2100	1412	927	1641	2611	718
YHR071C-A	chrVIII	238910	239230	-	321	9	3	7	9	6	4	6	4	4	8
YHR072W	chrVIII	239098	241293	+	2196	1250	941	946	1370	725	560	1039	713	983	1071
YHR072W-A	chrVIII	241664	241840	+	177	1660	1271	1145	1967	1179	603	1591	1083	1606	1654
YHR073W	chrVIII	242582	245572	+	2991	1956	1572	1529	2170	1158	816	1278	997	1451	1307
YHR073W-A	chrVIII	242868	243044	+	177	0	0	0	0	0	0	0	0	0	0
YHR073C-B	chrVIII	245422	245502	-	81	0	0	0	0	0	0	0	0	0	0
YHR074W	chrVIII	246193	248337	+	2145	1919	1573	1514	1966	1106	1009	1131	983	1599	1128
YHR075C	chrVIII	248439	249641	-	1203	358	241	242	371	218	108	181	174	261	177
YHR076W	chrVIII	251101	251155	+	55	34	25	9	30	16	7	19	18	21	15
YHR076W	chrVIII	251249	252225	+	977	783	541	661	767	531	300	491	412	564	432
YHR077C	chrVIII	252374	255637	-	3264	1344	1119	1577	1570	974	791	1222	774	1148	1132
YHR077C	chrVIII	255751	255756	-	6	1	0	0	2	0	0	2	1	0	1
YHR078W	chrVIII	256360	258018	+	1659	701	544	557	788	418	327	523	448	591	499
YHR079C	chrVIII	258244	261591	-	3348	827	627	640	831	468	268	592	410	607	496
YHR079C-A	chrVIII	262192	262354	-	163	1	2	2	0	0	0	4	2	1	3
YHR079C-A	chrVIII	262441	262553	-	113	1	0	0	0	1	2	1	0	0	2
YHR080C	chrVIII	262801	266838	-	4038	1499	1172	1260	1604	918	492	569	546	871	575
YHR081W	chrVIII	267538	268092	+	555	687	466	489	805	373	238	639	477	570	669
YHR082C	chrVIII	268459	271548	-	3090	2492	1982	1929	2712	1479	1156	1508	1235	1843	1459
YHR083W	chrVIII	272627	273616	+	990	1556	1459	1302	1444	1154	947	955	830	1316	1042
YHR084W	chrVIII	274174	276240	+	2067	670	408	408	708	361	247	573	413	498	557
YHR085W	chrVIII	276764	277768	+	1005	109	84	82	105	92	98	252	127	142	277
YHR086W	chrVIII	278153	279724	+	1572	1078	860	759	903	636	532	696	538	860	702
YHR086W-A	chrVIII	280231	280392	+	162	16	7	8	15	7	0	8	5	7	8
YHR087W	chrVIII	280820	281155	+	336	559	461	415	614	354	632	551	738	1288	432
YHR088W	chrVIII	281495	282382	+	888	258	173	189	267	123	142	472	256	316	475
YHR089C	chrVIII	282681	283298	-	618	3176	2489	2813	3735	1899	2111	3692	2496	3381	3923
YHR090C	chrVIII	283777	284625	-	849	415	241	301	403	202	96	215	152	214	234
YHR091C	chrVIII	284839	286770	-	1932	871	574	559	816	478	277	465	410	533	425
YHR092C	chrVIII	287081	288811	-	1731	4198	3033	2948	4170	2203	9892	9683	13964	18326	9284
YHR093W	chrVIII	289142	289690	+	549	39	14	40	38	14	0	9	4	9	10
YHR094C	chrVIII	290913	292625	-	1713	3521	2582	2228	3093	1737	1037	4250	2237	2440	3489
YHR095W	chrVIII	292943	293437	+	495	64	53	44	67	34	0	3	1	2	3
YHR096C	chrVIII	294669	296447	-	1779	620	537	479	602	380	161	321	211	368	314
YHR097C	chrVIII	297385	298360	-	976	1948	1457	1329	1991	1226	1208	1540	1587	2863	1251
YHR097C	chrVIII	298485	298609	-	125	67	59	33	67	31	41	75	73	110	57
YHR098C	chrVIII	299145	301934	-	2790	2401	2001	2045	2711	1380	1233	1619	1261	1849	1552
YHR099W	chrVIII	302761	313995	+	11235	1225	1083	966	1362	773	489	918	662	1032	949
YHR100C	chrVIII	314116	314673	-	558	229	159	159	234	151	74	189	136	226	173
YHR101C	chrVIII	314874	315771	-	898	329	243	248	378	209	97	160	142	204	160
YHR101C	chrVIII	315859	315968	-	110	18	6	16	19	5	7	17	10	15	6
YHR102W	chrVIII	316572	319814	+	3243	871	769	576	799	593	445	573	486	727	605
YHR103W	chrVIII	320414	322972	+	2559	1176	995	952	1232	709	449	897	578	941	878
YHR104W	chrVIII	323409	324392	+	984	1402	1206	1146	1443	936	664	860	903	1413	711
YHR105W	chrVIII	324766	325410	+	645	191	140	161	171	105	98	98	84	127	101
YHR106W	chrVIII	325598	326626	+	1029	971	766	743	964	608	424	464	454	659	436
YHR107C	chrVIII	326813	328036	-	1224	1480	1157	1180	1351	901	728	1119	887	1251	1161
YHR108W	chrVIII	328303	330060	+	1758	2424	2061	1911	2442	1554	1333	1802	1429	2317	1846
YHR109W	chrVIII	330310	332067	+	1758	136	114	88	117	80	60	124	94	125	95
YHR110W	chrVIII	332282	332920	+	639	1371	1077	1071	1319	876	427	523	522	741	456
YHR111W	chrVIII	333072	334394	+	1323	717	611	590	707	497	337	484	318	542	414
YHR112C	chrVIII	334527	335663	-	1137	1013	990	903	1089	818	441	434	406	677	408
YHR113W	chrVIII	336337	337809	+	1473	1925	1633	1498	1992	1231	878	1059	928	1552	1010
YHR114W	chrVIII	338083	339984	+	1902	1368	1255	1385	1700	896	642	787	616	951	766
YHR115C	chrVIII	340109	341359	-	1251	806	652	591	895	443	328	513	428	639	481
YHR116W	chrVIII	341665	342120	+	456	369	278	240	352	229	166	196	191	314	179
YHR117W	chrVIII	342349	344268	+	1920	990	796	720	1126	617	406	692	579	770	608
YHR118C	chrVIII	344321	345628	-	1308	333	297	302	369	214	143	241	181	256	237
YHR119W	chrVIII	346043	349285	+	3243	659	538	612	736	421	293	585	432	573	573
YHR120W	chrVIII	349574	352453	+	2880	301	245	233	277	194	106	265	179	212	284
YHR121W	chrVIII	352756	353319	+	564	1041	932	821	1230	767	466	663	594	822	658
YHR122W	chrVIII	353625	354320	+	696	346	284	324	349	242	217	270	217	375	268
YHR123W	chrVIII	354815	354864	+	50	5	5	4	1	6	2	3	1	4	7
YHR123W	chrVIII	354956	356081	+	1126	1065	684	664	931	628	373	546	417	769	502
YHR124W	chrVIII	356561	358444	+	1884	309	209	203	280	130	99	198	179	261	191
YHR125W	chrVIII	358858	359163	+	306	4	3	2	0	2	0	1	1	0	0
YHR126C	chrVIII	359702	360181	-	480	6	4	3	6	3	2	1	1	5	2
YHR127W	chrVIII	360913	361644	+	732	448	330	329	451	250	199	322	262	304	280
YHR128W	chrVIII	362115	362765	+	651	658	564	595	764	400	612	1161	796	1171	1165
YHR129C	chrVIII	362999	364153	-	1155	326	256	267	367	223	152	214	184	304	219
YHR130C	chrVIII	364965	365300	-	336	76	49	66	80	36	25	52	51	58	67
YHR131C	chrVIII	365340	367892	-	2553	949	752	897	1004	573	543	719	562	858	762
YHR131W-A	chrVIII	367747	367992	+	246	8	3	3	6	5	4	5	9	8	7
YHR132C	chrVIII	368502	369794	-	1293	3066	2537	2488	3233	1905	1329	1526	1265	2157	1392
YHR132W-A	chrVIII	370054	370449	+	396	1144	770	707	1114	687	378	551	588	892	477
YHR133C	chrVIII	370722	371597	-	876	1327	1063	1154	1419	859	630	1080	789	1249	1013
YHR134W	chrVIII	371749	372558	+	810	444	316	352	417	296	174	252	215	328	229
YHR135C	chrVIII	372694	374310	-	1617	3208	2724	2656	3481	2081	1614	1914	1593	2630	1923
YHR136C	chrVIII	374654	375100	-	447	61	44	26	43	32	620	679	876	1024	603
YHR137W	chrVIII	375709	377250	+	1542	181	112	137	161	115	129	149	221	243	124
YHR137C-A	chrVIII	375738	376388	-	651	0	0	0	0	0	0	0	0	0	0
YHR138C	chrVIII	377355	377699	-	345	895	826	724	1001	681	544	486	570	1259	350
YHR139C	chrVIII	378219	379199	-	981	92	68	36	65	50	42	50	33	52	39
YHR139C-A	chrVIII	380108	380419	-	312	34	34	39	40	28	9	20	13	21	8
YHR140W	chrVIII	380572	381291	+	720	56	27	21	51	40	19	46	41	72	52
YHR141C	chrVIII	381990	382306	-	317	5045	4311	4149	5700	3799	2990	5125	3760	6154	5174
YHR141C	chrVIII	382748	382751	-	4	2	4	3	5	1	0	0	1	2	3
YHR142W	chrVIII	383538	384488	+	951	1984	1524	1542	2016	1270	574	918	914	1180	884
YHR143W	chrVIII	385510	386487	+	978	3589	2647	2176	3322	2240	3440	5136	4184	6257	5057
YHR143W-A	chrVIII	387233	387445	+	213	646	458	417	672	411	239	550	385	543	632
YHR144C	chrVIII	387788	388726	-	939	233	174	174	225	165	125	274	149	233	268
YHR145C	chrVIII	388981	389337	-	357	0	0	0	0	1	0	0	0	0	0
YHR146W	chrVIII	390300	391697	+	1398	3458	2677	3255	4133	2018	867	1538	1151	2023	1422
YHR148W	chrVIII	393534	394085	+	552	131	101	76	121	70	100	236	123	159	284
YHR149C	chrVIII	394455	396659	-	2205	665	531	446	691	412	280	586	332	459	669
YHR150W	chrVIII	397251	398990	+	1740	466	308	367	498	260	151	260	215	257	230
YHR151C	chrVIII	399268	400848	-	1581	488	304	331	473	246	183	295	226	304	278
YHR152W	chrVIII	401434	401955	+	522	681	419	376	744	346	277	460	414	518	520
YHR153C	chrVIII	402086	402682	-	597	35	31	38	36	20	8	16	10	10	14
YHR154W	chrVIII	402966	406178	+	3213	416	353	426	534	241	161	311	222	301	347
YHR155W	chrVIII	407103	410789	+	3687	501	364	411	571	314	221	407	336	480	385
YHR156C	chrVIII	411384	412406	-	1023	197	126	143	201	116	41	100	91	128	130
YHR157W	chrVIII	412907	413455	+	549	53	34	37	36	30	13	36	22	25	32
YHR158C	chrVIII	413685	417179	-	3495	1453	1084	1202	1584	805	471	973	663	1006	862
YHR159W	chrVIII	417549	419063	+	1515	372	271	266	346	195	148	195	199	270	194
YHR160C	chrVIII	419221	420072	-	852	110	81	74	96	74	35	71	54	97	73
YHR161C	chrVIII	420373	422286	-	1914	2786	2344	1916	2921	1564	1183	1109	1196	1922	1107
YHR162W	chrVIII	423072	423461	+	390	5141	3493	4011	5041	3159	1607	2459	2294	3383	2418
YHR163W	chrVIII	423724	424473	+	750	1038	906	940	953	775	983	1078	891	1615	1008
YHR164C	chrVIII	424610	429178	-	4569	632	558	572	782	427	263	406	335	458	383
YHR165C	chrVIII	429707	436948	-	7242	1376	1104	1160	1540	899	737	1219	899	1268	1214
YHR165W-A	chrVIII	436647	436958	+	312	0	0	0	1	0	0	5	0	1	0
YHR166C	chrVIII	437170	439050	-	1881	370	291	331	377	229	148	230	198	273	234
YHR167W	chrVIII	439342	440127	+	786	193	132	143	189	118	59	137	128	148	141
YHR168W	chrVIII	440377	441933	+	1557	365	265	305	424	192	155	221	175	250	210
YHR169W	chrVIII	442181	443476	+	1296	189	138	149	170	121	127	386	181	233	470
YHR170W	chrVIII	443828	445384	+	1557	1449	1116	1167	1684	826	789	1938	1080	1376	1987
YHR171W	chrVIII	445713	447605	+	1893	617	436	509	632	352	233	285	281	406	245
YHR172W	chrVIII	448335	450806	+	2472	256	228	217	304	164	130	215	156	233	208
YHR173C	chrVIII	450815	451153	-	339	91	70	77	113	54	26	53	45	42	52
YHR174W	chrVIII	451327	452640	+	1314	86381	81049	90761	84105	62094	107864	110786	90124	170893	120986
YHR175W	chrVIII	452872	453441	+	570	2072	1663	1496	1911	1712	687	1010	806	1316	1152
YHR175W-A	chrVIII	453558	453707	+	150	183	96	96	119	102	33	78	80	85	70
YHR176W	chrVIII	454229	455527	+	1299	471	346	325	452	320	107	137	160	229	165
YHR177W	chrVIII	456591	457952	+	1362	232	202	184	232	151	113	124	110	184	115
YHR178W	chrVIII	459299	461530	+	2232	283	271	249	308	219	155	233	191	287	247
YHR179W	chrVIII	462502	463704	+	1203	9923	9099	9105	11094	6667	6467	8617	6792	10446	8917
YHR180W	chrVIII	465178	465669	+	492	366	238	215	330	246	77	127	117	183	121
YHR180W-A	chrVIII	466932	467114	+	183	0	0	0	0	0	0	0	0	0	1
YHR180C-B	chrVIII	466958	467062	-	105	0	0	0	0	0	0	0	0	0	0
YHR181W	chrVIII	467228	467914	+	687	852	670	628	885	591	363	571	481	731	541
YHR182W	chrVIII	468219	470576	+	2358	352	263	219	316	229	114	230	164	230	220
YHR182C-A	chrVIII	470939	471412	-	474	35	27	17	39	27	20	40	21	56	52
YHR183W	chrVIII	470960	472429	+	1470	6391	6984	7151	7007	5142	5849	5305	4714	8628	5306
YHR184W	chrVIII	472744	474459	+	1716	60	47	50	73	45	12	44	30	37	34
YHR185C	chrVIII	474627	475340	-	714	2	1	2	3	2	2	5	1	2	4
YHR186C	chrVIII	475999	480672	-	4674	855	694	667	977	521	402	633	462	662	567
YHR187W	chrVIII	480990	481919	+	930	424	292	278	458	203	172	364	234	360	349
YHR188C	chrVIII	482005	483837	-	1833	2298	1766	1754	2166	1417	1028	1240	1062	1780	1204
YHR189W	chrVIII	484028	484600	+	573	221	185	156	202	116	147	114	112	188	133
YHR190W	chrVIII	484845	486179	+	1335	6495	5388	5296	6553	4202	3159	3472	3157	5207	3481
YHR191C	chrVIII	486230	486631	-	402	407	387	282	416	323	175	285	226	338	290
YHR192W	chrVIII	486826	487662	+	837	1007	802	727	1107	649	367	579	447	739	579
YHR193C	chrVIII	487712	488236	-	525	10794	8385	9353	11169	7597	6646	8494	6482	10390	9451
YHR193C-A	chrVIII	488653	489027	-	375	0	0	0	1	0	1	0	0	0	0
YHR194W	chrVIII	488657	490396	+	1740	940	721	702	848	563	346	452	381	561	447
YHR195W	chrVIII	490747	491712	+	966	1781	1502	1216	1793	1159	789	999	891	1437	956
YHR196W	chrVIII	491931	493658	+	1728	236	168	182	252	139	126	631	248	321	691
YHR197W	chrVIII	493896	496187	+	2292	223	152	154	252	122	167	549	272	356	579
YHR198C	chrVIII	496315	497280	-	966	618	398	340	563	293	165	300	255	415	257
YHR199C	chrVIII	497490	498422	-	933	2327	1646	1616	1971	1500	828	962	942	1388	881
YHR199C-A	chrVIII	498571	498719	-	149	98	82	56	91	53	32	47	43	49	37
YHR199C-A	chrVIII	498787	498859	-	73	44	19	33	52	20	31	37	25	27	37
YHR200W	chrVIII	499079	499885	+	807	3714	3226	2991	3797	2640	2118	2184	2027	3047	2399
YHR201C	chrVIII	499950	501143	-	1194	1089	855	962	1104	754	562	866	765	1037	934
YHR202W	chrVIII	502388	504196	+	1809	328	262	242	312	200	153	182	158	261	164
YHR203C	chrVIII	504476	505247	-	772	7585	7201	7052	7741	5729	5068	6698	4573	8675	7460
YHR203C	chrVIII	505517	505530	-	14	8	9	10	11	3	10	15	6	14	15
YHR204W	chrVIII	506319	508709	+	2391	931	736	732	846	584	432	661	483	800	624
YHR205W	chrVIII	509363	511837	+	2475	1679	1181	1168	1758	990	600	989	717	1032	936
YHR206W	chrVIII	512732	514600	+	1869	1101	859	823	1043	720	578	1011	685	1107	1136
YHR207C	chrVIII	514905	516485	-	1581	665	473	579	705	370	239	374	287	454	329
YHR208W	chrVIII	517532	518713	+	1182	5914	4992	4857	5692	4290	4053	5466	4047	7118	5729
YHR209W	chrVIII	519437	520312	+	876	654	437	383	676	345	394	456	668	848	364
YHR210C	chrVIII	520712	521737	-	1026	512	397	327	434	303	166	253	203	289	228
YHR211W	chrVIII	525392	528619	+	3228	393	324	261	352	234	172	217	157	231	227
YHR212C	chrVIII	537759	538094	-	336	0	0	0	0	0	0	0	0	0	0
YHR212W-A	chrVIII	538742	538945	+	204	0	0	0	0	0	0	0	0	0	0
YHR213W	chrVIII	539151	539747	+	597	0	0	0	0	0	0	0	0	0	0
YHR213W-A	chrVIII	540549	540782	+	234	0	0	0	0	0	0	0	0	0	0
YHR213W-B	chrVIII	540800	541099	+	300	9	13	9	9	4	8	18	6	20	4
YHR214W	chrVIII	541651	542262	+	612	11	12	12	12	6	6	3	4	6	3
YHR214W-A	chrVIII	543008	543493	+	486	52	58	43	53	53	16	12	14	25	15
YHR214C-B	chrVIII	543964	547929	-	3966	13	6	7	13	4	21	50	32	44	38
YHR214C-B	chrVIII	547931	549346	-	1416	0	0	0	0	0	0	0	0	0	0
YHR214C-C	chrVIII	547910	549346	-	1437	0	0	0	0	0	0	0	0	0	0
YHR214C-D	chrVIII	550648	550941	-	294	0	0	0	0	0	0	0	0	0	0
YHR214C-E	chrVIII	551200	551499	-	300	1	0	1	1	0	0	1	2	1	0
YHR215W	chrVIII	552099	553502	+	1404	32	28	28	31	23	355	470	423	573	553
YHR216W	chrVIII	554396	555967	+	1572	1274	1026	1129	1256	805	1467	1862	1591	2789	1942
YHR217C	chrVIII	556581	557042	-	462	0	1	1	0	0	0	0	0	1	0
YHR218W	chrVIII	558014	558615	+	602	0	0	0	0	0	0	0	0	0	0
YHR218W	chrVIII	558715	559924	+	1210	0	0	0	0	0	0	0	0	0	0
YHR218W-A	chrVIII	559932	560249	+	318	0	0	0	0	0	0	0	0	0	0
YHR219W	chrVIII	560173	562047	+	1875	0	0	0	0	0	0	0	0	0	0
YHR219C-A	chrVIII	561199	561681	-	483	0	0	0	0	0	0	0	0	0	0
YML071C	chrXIII	129749	131572	-	1824	1149	869	905	1214	703	343	641	563	814	645
YML004C	chrXIII	261705	262685	-	981	2430	1901	2039	2589	1456	953	1370	1285	1823	1141
YMR061W	chrXIII	392755	394788	+	2034	959	689	691	984	548	305	816	546	738	712
YMR128W	chrXIII	523696	527499	+	3804	501	420	455	584	314	379	890	445	616	886
YMR196W	chrXIII	655076	658342	+	3267	2943	2287	2218	3062	1775	1352	1073	1397	2008	1018
YMR259C	chrXIII	784621	788883	-	4263	488	355	356	493	258	185	578	335	406	544
YML133C	chrXIII	461	3791	-	3331	8	3	5	6	2	5	0	0	4	1
YML133C	chrXIII	3891	4684	-	794	0	0	0	0	0	0	0	0	0	0
YML133W-B	chrXIII	827	1309	+	483	0	0	0	0	0	0	0	0	0	0
YML133W-A	chrXIII	1610	2185	+	576	0	0	0	0	0	0	0	0	0	0
YML132W	chrXIII	7244	8383	+	1140	0	0	0	0	0	0	0	0	0	0
YML131W	chrXIII	10198	11295	+	1098	847	606	522	806	466	300	370	446	559	307
YML130C	chrXIII	11483	13174	-	1692	1154	847	926	1314	716	508	980	704	1071	957
YML129C	chrXIII	14541	14753	-	213	1044	861	644	1078	715	596	728	587	1055	768
YML128C	chrXIII	15135	16676	-	1542	2606	1792	1740	2656	1302	1204	1358	1660	2462	1026
YML127W	chrXIII	17064	18809	+	1746	1266	941	940	1380	716	555	827	629	943	754
YML126C	chrXIII	19060	20535	-	1476	2677	2374	2422	2784	1897	1700	2538	1894	3052	2533
YML125C	chrXIII	20761	21699	-	939	1947	1686	1770	1997	1395	1107	1760	1223	2089	1854
YML124C	chrXIII	22048	23360	-	1313	3495	3143	3284	3751	2440	1712	2073	1687	2596	2049
YML124C	chrXIII	23659	23683	-	25	3	0	1	1	0	1	0	1	1	0
YML123C	chrXIII	24037	25800	-	1764	507	492	383	487	309	7566	7012	7583	10685	6970
YML122C	chrXIII	26038	26418	-	381	162	97	123	152	91	10	10	15	19	15
YML121W	chrXIII	26930	27862	+	933	576	458	507	583	388	270	496	403	485	475
YML120C	chrXIII	28266	29807	-	1542	1963	1365	1129	1698	924	1000	877	1108	1677	710
YML119W	chrXIII	30611	31684	+	1074	645	442	355	658	360	259	468	410	499	538
YML118W	chrXIII	32334	33851	+	1518	287	278	252	355	207	101	136	133	248	99
YML117W	chrXIII	34243	37647	+	3405	3177	2661	2761	3340	1914	1541	1976	1651	2645	1723
YML116W-A	chrXIII	37472	37774	+	303	339	299	222	362	238	102	140	147	213	131
YML116W	chrXIII	38196	39824	+	1629	418	390	408	463	342	401	306	272	646	315
YML115C	chrXIII	40187	41794	-	1608	1956	1778	1745	2238	1444	725	1106	816	1469	996
YML114C	chrXIII	42043	43575	-	1533	928	747	714	964	636	392	561	419	698	619
YML113W	chrXIII	44045	44791	+	747	234	203	181	241	182	122	287	130	222	306
YML112W	chrXIII	45063	45953	+	891	363	271	228	315	276	159	252	225	280	300
YML111W	chrXIII	46942	49704	+	2763	1265	895	887	1254	709	502	886	697	929	847
YML110C	chrXIII	50031	50954	-	924	1930	1492	1623	1876	1206	892	1178	1128	1824	1176
YML109W	chrXIII	51640	54468	+	2829	473	359	344	485	317	168	220	157	282	223
YML108W	chrXIII	54793	55110	+	318	139	117	110	149	89	57	152	108	133	162
YML107C	chrXIII	55265	56269	-	1005	319	228	247	301	194	138	231	198	263	232
YML106W	chrXIII	56773	57453	+	681	2682	2368	2272	2798	1873	1982	2625	1978	3170	2787
YML105C	chrXIII	57866	58687	-	822	968	745	786	1038	623	450	719	600	799	705
YML104C	chrXIII	58939	62322	-	3384	504	429	505	583	312	160	380	266	379	302
YML103C	chrXIII	62582	67549	-	4968	1216	917	912	1346	718	469	987	675	971	952
